C C
C1=[NH+]C[NH+]=C1 C1[NH+]=[CH:1][CH:1]=[NH+]1
C1=[NH+]NCC1 C1=[NH+:1]NCC1
C1=[NH+]NCC1 C1=[NH+]N[CH2:1]C1
C1=[NH+]NCCN1 C1=[NH+]NCC[NH:1]1
C1=[NH+]NCN1 C1=[NH+]N[CH2:1]N1
C1CC1 C1C[CH2:1]1
C1CC1 C1[CH2:1][CH2:1]1
C1CCC1 C1C[CH2:1]C1
C1CCC1 C1C[CH2:1][CH2:1]1
C1CCC1 C1[CH2:1][CH2:1][CH2:1]1
C1CCCC1 C1CC[CH2:1]C1
C1CCCC1 C1C[CH2:1][CH2:1]C1
C1CCCC1 C1C[CH2:1][CH2:1][CH2:1]1
C1CCCC1 C1[CH2:1][CH2:1][CH2:1][CH2:1]1
C1CCCCC1 C1CC[CH2:1]CC1
C1CCCCC1 C1CC[CH2:1][CH2:1]C1
C1CCCCC1 C1C[CH2:1][CH2:1][CH2:1]C1
C1CCCCC1 C1[CH2:1][CH2:1][CH2:1][CH2:1][CH2:1]1
C1CCCCCC1 C1CCC[CH2:1]CC1
C1CCCCCC1 C1CC[CH2:1][CH2:1]CC1
C1CCCCCC1 C1CC[CH2:1][CH2:1][CH2:1]C1
C1CCCCCCC1 C1CCC[CH2:1]CCC1
C1CCCCCCC1 C1CCC[CH2:1][CH2:1]CC1
C1CCCCCCC1 C1[CH2:1][CH2:1][CH2:1][CH2:1][CH2:1][CH2:1][CH2:1]1
C1CCCCCCCC1 C1CCCC[CH2:1]CCC1
C1CCCCCCCCC1 C1CCCC[CH2:1]CCCC1
C1CCCCCCCCCCC1 C1CCCCC[CH2:1]CCCCC1
C1CCCCCOCCCCC1 C1CCCCC[CH2:1]OCCCC1
C1CCCCNCCC1 C1CCCC[NH:1]CCC1
C1CCCCNCCC1 C1CCCN[CH2:1]CCC1
C1CCCNCC1 C1CCC[NH:1]CC1
C1CCCNCC1 C1CCN[CH2:1]CC1
C1CCCNCC1 C1CC[CH2:1]CNC1
C1CCCNCC1 C1CC[CH2:1][CH2:1]NC1
C1CCCNCC1 C1CC[CH2:1][NH:1]CC1
C1CCCNCC1 C1CNCC[CH2:1]C1
C1CCCNCC1 C1CNC[CH2:1][CH2:1]C1
C1CCCNCC1 C1C[CH2:1][CH2:1]CCN1
C1CCCNCC1 C1C[CH2:1][CH2:1][NH:1][CH2:1]C1
C1CCCNCC1 C1NC[CH2:1][CH2:1][CH2:1][CH2:1]1
C1CCCNCCC1 C1CCC[CH2:1]NCC1
C1CCCNCCC1 C1CCC[NH:1]CCC1
C1CCCNCCC1 C1CCC[NH:1][CH2:1]CC1
C1CCCNCCC1 C1CCNC[CH2:1]CC1
C1CCCNCCC1 C1CCN[CH2:1][CH2:1]CC1
C1CCCOCC1 C1CCO[CH2:1]CC1
C1CCCOCC1 C1CC[CH2:1]COC1
C1CCCOCC1 C1CC[CH2:1][CH2:1]OC1
C1CCCOCC1 C1COCC[CH2:1]C1
C1CCCOCC1 C1COC[CH2:1][CH2:1]C1
C1CCCOCC1 C1C[CH2:1][CH2:1]CCO1
C1CCCOCCCCOCC1 C1CCOC[CH2:1]CCCCOC1
C1CCCSCC1 C1CCS[CH2:1]CC1
C1CCCSCC1 C1CC[CH2:1]CSC1
C1CCCSCC1 C1CC[CH2:1][CH2:1]SC1
C1CCCSCC1 C1CSCC[CH2:1]C1
C1CCCSCC1 C1C[CH2:1][CH2:1]CCS1
C1CCC[NH2+]CC1 C1CCC[NH2+:1]CC1
C1CCC[NH2+]CC1 C1CC[CH2:1]C[NH2+]C1
C1CCC[NH2+]CC1 C1CC[CH2:1][CH2:1][NH2+]C1
C1CCC[NH2+]CC1 C1CC[NH2+][CH2:1]CC1
C1CCC[NH2+]CC1 C1C[CH2:1][CH2:1]CC[NH2+]1
C1CCC[NH2+]CC1 C1C[NH2+]CC[CH2:1]C1
C1CCC[NH2+]CC1 C1C[NH2+]C[CH2:1][CH2:1]C1
C1CCC[NH2+]CCC1 C1CCC[CH2:1][NH2+]CC1
C1CCC[NH2+]CCC1 C1CCC[NH2+:1]CCC1
C1CCC[NH2+]CCC1 C1CC[NH2+]C[CH2:1]CC1
C1CCC[NH2+]CCC1 C1CC[NH2+][CH2:1][CH2:1]CC1
C1CCNC1 C1CC[NH:1]C1
C1CCNC1 C1CN[CH2:1]C1
C1CCNC1 C1C[CH2:1]CN1
C1CCNC1 C1C[CH2:1][CH2:1]N1
C1CCNC1 C1C[CH2:1][NH:1]C1
C1CCNC1 C1C[CH2:1][NH:1][CH2:1]1
C1CCNC1 C1NC[CH2:1][CH2:1]1
C1CCNC1 C1N[CH2:1][CH2:1][CH2:1]1
C1CCNCC1 C1CC[CH2:1]NC1
C1CCNCC1 C1CC[NH:1]CC1
C1CCNCC1 C1CC[NH:1][CH2:1]C1
C1CCNCC1 C1CNC[CH2:1]C1
C1CCNCC1 C1CN[CH2:1][CH2:1]C1
C1CCNCC1 C1C[CH2:1]CCN1
C1CCNCC1 C1C[CH2:1][CH2:1]CN1
C1CCNCC1 C1C[CH2:1][CH2:1][CH2:1]N1
C1CCNCC1 C1C[CH2:1][NH:1][CH2:1]C1
C1CCNCC1 C1NC[CH2:1][CH2:1][CH2:1]1
C1CCNCCCNC1 C1CCNC[CH2:1]CNC1
C1CCNCCCNC1 C1CC[NH:1]CCCNC1
C1CCNCCOCC[NH2+]CCOCCNCC1 C1CCNCCOCC[NH2+]CCOC[CH2:1]NCC1
C1CCNCCOCC[NH2+]CCOCCNCC1 C1CCNCCOCC[NH2+]CCO[CH2:1]CNCC1
C1CCNCCOCC[NH2+]CCOCCNCC1 C1CCNCCOCC[NH2+]CCO[CH2:1][CH2:1]NCC1
C1CCNCNC1 C1CCN[CH2:1]NC1
C1CCNCNC1 C1CC[NH:1]CNC1
C1CCNCNC1 C1CC[NH:1][CH2:1]NC1
C1CCNCNCC1 C1CCN[CH2:1]NCC1
C1CCNCSCC1 C1CCN[CH2:1]SCC1
C1CCNCSCC1 C1CCSC[NH:1]CC1
C1CCNCSCC1 C1CCS[CH2:1][NH:1]CC1
C1CCNCSCC1 C1CC[CH2:1]SCNC1
C1CCNNC1 C1CC[NH:1]NC1
C1CCNNC1 C1CC[NH:1][NH:1]C1
C1CCNNC1 C1CNN[CH2:1]C1
C1CCNNC1 C1C[CH2:1]CNN1
C1CCNNC1 C1NNC[CH2:1][CH2:1]1
C1CCNNCC1 C1CCN[NH:1]CC1
C1CCN[NH2+]CC1 C1CCN[NH2+:1]CC1
C1CCN[NH2+]CC1 C1CC[NH2+][NH:1]CC1
C1CCN[NH2+]CC1 C1CC[NH:1][NH2+:1]CC1
C1CCOC1 C1CO[CH2:1]C1
C1CCOC1 C1C[CH2:1]CO1
C1CCOC1 C1C[CH2:1][CH2:1]O1
C1CCOC1 C1C[CH2:1][O:1][CH2:1]1
C1CCOC1 C1OC[CH2:1][CH2:1]1
C1CCOC1 C1O[CH2:1][CH2:1][CH2:1]1
C1CCOCC1 C1CC[CH2:1]OC1
C1CCOCC1 C1COC[CH2:1]C1
C1CCOCC1 C1CO[CH2:1][CH2:1]C1
C1CCOCC1 C1C[CH2:1]CCO1
C1CCOCC1 C1C[CH2:1][CH2:1]CO1
C1CCOCC1 C1C[CH2:1][CH2:1][CH2:1]O1
C1CCOCC1 C1C[CH2:1][O:1][CH2:1]C1
C1CCOCC1 C1OC[CH2:1][CH2:1][CH2:1]1
C1CCOCCCCOC1 C1CCO[CH2:1]CCCOC1
C1CCOCCNC1 C1COCCN[CH2:1]C1
C1CCOCC[NH2+]C1 C1CCO[CH2:1]C[NH2+]C1
C1CCOCC[NH2+]C1 C1COCC[CH2:1]C[NH2+]1
C1CCOCNC1 C1CCO[CH2:1]NC1
C1CCOCNC1 C1CC[NH:1]COC1
C1CCOCNC1 C1CNCO[CH2:1]C1
C1CCOCNC1 C1C[CH2:1]COCN1
C1CCOCNC1 C1C[CH2:1][CH2:1]OCN1
C1CCOCOC1 C1CCO[CH2:1]OC1
C1CCOCOC1 C1C[CH2:1]COCO1
C1CCOCOC1 C1OC[CH2:1][CH2:1]CO1
C1CCONC1 C1CC[NH:1]OC1
C1CCSC1 C1CC[S:1]C1
C1CCSC1 C1CS[CH2:1]C1
C1CCSC1 C1C[CH2:1]CS1
C1CCSC1 C1C[CH2:1][CH2:1]S1
C1CCSC1 C1C[CH2:1][S:1][CH2:1]1
C1CCSC1 C1SC[CH2:1][CH2:1]1
C1CCSCC1 C1CC[CH2:1]SC1
C1CCSCC1 C1CC[S:1]CC1
C1CCSCC1 C1CSC[CH2:1]C1
C1CCSCC1 C1CS[CH2:1][CH2:1]C1
C1CCSCC1 C1C[CH2:1]CCS1
C1CCSCC1 C1C[CH2:1][CH2:1]CS1
C1CCSCC1 C1C[CH2:1][S:1][CH2:1]C1
C1CCSC[NH2+]C1 C1CC[NH2+:1]CSC1
C1CCSC[NH2+]C1 C1CSC[NH2+:1][CH2:1]C1
C1CCSC[NH2+]C1 C1CSC[NH2+][CH2:1]C1
C1CCSNC1 C1CC[NH:1]SC1
C1CCSNC1 C1CC[S:1]NC1
C1CCSNC1 C1CNS[CH2:1]C1
C1CCSNC1 C1CSN[CH2:1]C1
C1CCSNC1 C1C[CH2:1]CNS1
C1CCSNC1 C1C[CH2:1]CSN1
C1CCSNC1 C1C[CH2:1][CH2:1]NS1
C1CCSNC1 C1C[CH2:1][CH2:1]SN1
C1CC[N-]C1 C1C[CH2:1]C[N-]1
C1CC[NH+]=NC1 C1CN=[NH+][CH2:1]C1
C1CC[NH+]=NC1 C1C[NH+]=N[CH2:1]C1
C1CC[NH+]=[NH+]CC1 C1CC[CH2:1][NH+]=[NH+]C1
C1CC[NH2+]C1 C1CC[NH2+:1]C1
C1CC[NH2+]C1 C1C[CH2:1]C[NH2+]1
C1CC[NH2+]C1 C1C[CH2:1][CH2:1][NH2+]1
C1CC[NH2+]C1 C1C[CH2:1][NH2+:1]C1
C1CC[NH2+]C1 C1C[CH2:1][NH2+:1][CH2:1]1
C1CC[NH2+]C1 C1C[NH2+:1][CH2:1][CH2:1]1
C1CC[NH2+]C1 C1C[NH2+][CH2:1]C1
C1CC[NH2+]C1 C1[NH2+]C[CH2:1][CH2:1]1
C1CC[NH2+]C1 C1[NH2+][CH2:1][CH2:1][CH2:1]1
C1CC[NH2+]CC1 C1CC[CH2:1][NH2+]C1
C1CC[NH2+]CC1 C1CC[NH2+:1]CC1
C1CC[NH2+]CC1 C1CC[NH2+:1][CH2:1]C1
C1CC[NH2+]CC1 C1C[CH2:1]CC[NH2+]1
C1CC[NH2+]CC1 C1C[CH2:1][CH2:1]C[NH2+]1
C1CC[NH2+]CC1 C1C[CH2:1][NH2+:1][CH2:1]C1
C1CC[NH2+]CC1 C1C[NH2+]C[CH2:1]C1
C1CC[NH2+]CC1 C1C[NH2+][CH2:1][CH2:1]C1
C1CC[NH2+]CC1 C1[NH2+]C[CH2:1][CH2:1][CH2:1]1
C1CC[NH2+]NC1 C1CC[NH2+:1]NC1
C1CC[NH2+]NC1 C1CC[NH2+:1][NH:1]C1
C1CC[NH2+]NC1 C1CC[NH:1][NH2+]C1
C1CN1 C1C[NH:1]1
C1CN1 C1N[CH2:1]1
C1CN1 C1[CH2:1][NH:1]1
C1CN1 N1[CH2:1][CH2:1]1
C1CN=NC1 C1C[CH2:1]N=N1
C1CN=NC1 C1N=NC[CH2:1]1
C1CN=NC1 C1N=N[CH2:1][CH2:1]1
C1CN=NNC1 C1CN=N[NH:1]C1
C1CN=NNC1 C1C[CH2:1]N=NN1
C1CN=NNC1 C1C[CH2:1]NN=N1
C1CN=NNC1 C1N=NNC[CH2:1]1
C1CN=NNC1 C1NN=N[CH2:1][CH2:1]1
C1CN=[NH+]C1 C1C[CH2:1]N=[NH+]1
C1CN=[NH+]C1 C1N=[NH+]C[CH2:1]1
C1CN=[NH+]C1 C1[NH+]=N[CH2:1][CH2:1]1
C1CNC1 C1C[CH2:1]N1
C1CNC1 C1C[NH:1]C1
C1CNC1 C1C[NH:1][CH2:1]1
C1CNC1 C1NC[CH2:1]1
C1CNC1 C1N[CH2:1][CH2:1]1
C1CNCCCNC1 C1CNCC[CH2:1]NC1
C1CNCCCNC1 C1CNC[CH2:1]CNC1
C1CNCCCNC1 C1CNC[CH2:1][CH2:1]NC1
C1CNCCCOC1 C1CNCC[CH2:1]OC1
C1CNCCCOC1 C1CNC[CH2:1]COC1
C1CNCCCOC1 C1CNC[CH2:1][CH2:1]OC1
C1CNCCC[NH2+]C1 C1CNCC[CH2:1][NH2+]C1
C1CNCCC[NH2+]C1 C1C[NH2+]CCC[NH:1]C1
C1CNCCN1 C1CN[CH2:1]CN1
C1CNCCN1 C1CN[CH2:1][CH2:1]N1
C1CNCCN1 C1C[NH:1]CCN1
C1CNCCN1 C1C[NH:1][CH2:1]CN1
C1CNCCN1 C1NC[CH2:1][NH:1][CH2:1]1
C1CNCCNC1 C1CNCC[NH:1]C1
C1CNCCNC1 C1CNC[CH2:1]CN1
C1CNCCNC1 C1CNC[CH2:1]NC1
C1CNCCNC1 C1CNC[CH2:1][NH:1]C1
C1CNCCNC1 C1CN[CH2:1]CCN1
C1CNCCNC1 C1CN[CH2:1][CH2:1]CN1
C1CNCCNC1 C1CN[CH2:1][CH2:1]NC1
C1CNCCNC1 C1C[CH2:1][NH:1]CCN1
C1CNCCNC1 C1C[CH2:1][NH:1][CH2:1]CN1
C1CNCCOC1 C1CNC[CH2:1]OC1
C1CNCCOC1 C1CN[CH2:1]COC1
C1CNCCOC1 C1CN[CH2:1][CH2:1]OC1
C1CNCCOC1 C1COCC[CH2:1]N1
C1CNCCOC1 C1COCC[NH:1]C1
C1CNCCOC1 C1COC[CH2:1]CN1
C1CNCCOC1 C1CO[CH2:1]CCN1
C1CNCCOC1 C1CO[CH2:1][CH2:1]CN1
C1CNCCSC1 C1CNCC[S:1]C1
C1CNCCSC1 C1CNC[CH2:1]SC1
C1CNCCSC1 C1CN[CH2:1]CSC1
C1CNCCSC1 C1CN[CH2:1][CH2:1]SC1
C1CNCCSC1 C1CSCC[CH2:1]N1
C1CNCCSC1 C1CSCC[NH:1]C1
C1CNCCSC1 C1CSC[CH2:1]CN1
C1CNCCSC1 C1CSC[CH2:1][CH2:1]N1
C1CNCCSC1 C1CS[CH2:1]CCN1
C1CNCCSC1 C1C[CH2:1][NH:1]CCS1
C1CNCC[N-]1 C1CNC[CH2:1][N-]1
C1CNCC[N-]1 C1CN[CH2:1]C[N-]1
C1CNCC[N-]1 C1CN[CH2:1][CH2:1][N-]1
C1CNCC[NH2+]C1 C1CNCC[NH2+:1]C1
C1CNCC[NH2+]C1 C1CNC[CH2:1][NH2+:1]C1
C1CNCC[NH2+]C1 C1CNC[CH2:1][NH2+]C1
C1CNCC[NH2+]C1 C1CN[CH2:1]C[NH2+]C1
C1CNCC[NH2+]C1 C1CN[CH2:1][CH2:1][NH2+]C1
C1CNCC[NH2+]C1 C1C[CH2:1][NH2+:1][CH2:1]CN1
C1CNCC[NH2+]C1 C1C[CH2:1][NH:1]CC[NH2+]1
C1CNCC[NH2+]C1 C1C[CH2:1][NH:1][CH2:1]C[NH2+]1
C1CNCC[NH2+]C1 C1C[NH2+]CC[CH2:1]N1
C1CNCC[NH2+]C1 C1C[NH2+]CC[NH:1]C1
C1CNCC[NH2+]C1 C1C[NH2+]C[CH2:1]CN1
C1CNCC[NH2+]C1 C1C[NH2+]C[CH2:1][CH2:1]N1
C1CNCC[NH2+]C1 C1C[NH2+]C[CH2:1][NH:1]C1
C1CNCC[NH2+]C1 C1C[NH2+][CH2:1]CCN1
C1CNCN1 C1CN[CH2:1]N1
C1CNCN1 C1C[NH:1]CN1
C1CNCN1 C1C[NH:1][CH2:1]N1
C1CNCN1 C1NC[CH2:1]N1
C1CNCN1 C1NC[NH:1][CH2:1]1
C1CNCN1 C1N[CH2:1][CH2:1]N1
C1CNCN1 C1N[CH2:1][CH2:1][NH:1]1
C1CNCN=N1 C1CN[CH2:1]N=N1
C1CNCN=N1 C1C[NH:1]CN=N1
C1CNCN=N1 C1N=NC[CH2:1]N1
C1CNCN=N1 C1N=NC[NH:1][CH2:1]1
C1CNCN=N1 C1N=N[CH2:1]CN1
C1CNCNC1 C1CNC[NH:1]C1
C1CNCNC1 C1CN[CH2:1]NC1
C1CNCNC1 C1CN[CH2:1][NH:1]C1
C1CNCNC1 C1C[CH2:1]NCN1
C1CNCNC1 C1C[CH2:1][NH:1]CN1
C1CNCNC1 C1NC[CH2:1]CN1
C1CNCNC1 C1NC[CH2:1][CH2:1]N1
C1CNCNC1 C1N[CH2:1][CH2:1][CH2:1]N1
C1CNCOC1 C1CN[CH2:1]OC1
C1CNCOC1 C1COC[NH:1]C1
C1CNCOC1 C1CO[CH2:1][NH:1]C1
C1CNCOC1 C1C[CH2:1]NCO1
C1CNCOC1 C1C[CH2:1]OCN1
C1CNCOC1 C1C[CH2:1][NH:1]CO1
C1CNCOC1 C1C[CH2:1][O:1][CH2:1]N1
C1CNCOC1 C1NC[CH2:1]CO1
C1CNCOC1 C1NC[CH2:1][CH2:1]O1
C1CNCOC1 C1N[CH2:1][CH2:1]CO1
C1CNCSC1 C1CN[CH2:1]SC1
C1CNCSC1 C1CSC[NH:1]C1
C1CNCSC1 C1CS[CH2:1][NH:1]C1
C1CNCSC1 C1C[CH2:1]NCS1
C1CNCSC1 C1C[CH2:1]SCN1
C1CNCSC1 C1NC[CH2:1]CS1
C1CNCSC1 C1NC[CH2:1][CH2:1]S1
C1CNCSCCN1 C1C[NH:1]CCSCN1
C1CNC[NH2+]C1 C1CNC[NH2+:1]C1
C1CNC[NH2+]C1 C1CN[CH2:1][NH2+:1]C1
C1CNC[NH2+]C1 C1CN[CH2:1][NH2+]C1
C1CNC[NH2+]C1 C1C[CH2:1][NH2+:1]CN1
C1CNC[NH2+]C1 C1C[CH2:1][NH2+]CN1
C1CNC[NH2+]C1 C1C[NH2+]C[NH:1]C1
C1CNC[NH2+]C1 C1C[NH2+][CH2:1][NH:1]C1
C1CNC[NH2+]C1 C1NC[CH2:1]C[NH2+]1
C1CNC[NH2+]CN1 C1C[NH:1]C[NH2+]CN1
C1CNN=N1 C1C[NH:1]N=N1
C1CNN=N1 C1N=NN[CH2:1]1
C1CNN=N1 C1NN=N[CH2:1]1
C1CNN=N1 N1=N[CH2:1][CH2:1]N1
C1CNNC1 C1CN[NH:1]C1
C1CNNC1 C1C[CH2:1]NN1
C1CNNC1 C1C[CH2:1][NH:1]N1
C1CNNC1 C1C[NH:1][NH:1]C1
C1CNNC1 C1NNC[CH2:1]1
C1CNNC1 C1NN[CH2:1][CH2:1]1
C1CNNCCN1 C1CN[NH:1]CCN1
C1CNNCCN1 C1C[NH:1][NH:1]CCN1
C1CNNCN1 C1CN[CH2:1]NN1
C1CNNCN1 C1CN[NH:1]CN1
C1CNNCN1 C1NC[CH2:1]NN1
C1CNNCNN1 C1CNN[CH2:1]NN1
C1CNOC1 C1CO[NH:1]C1
C1CNOC1 C1C[CH2:1]NO1
C1CNOC1 C1C[CH2:1]ON1
C1CNOC1 C1NOC[CH2:1]1
C1CNOC1 C1NO[CH2:1][CH2:1]1
C1CNOC1 C1ON[CH2:1][CH2:1]1
C1CNSC1 C1CN[S:1]C1
C1CNSC1 C1CS[NH:1]C1
C1CNSC1 C1C[CH2:1]NS1
C1CNSC1 C1C[CH2:1]SN1
C1CNSC1 C1C[CH2:1][NH:1]S1
C1CNSC1 C1NSC[CH2:1]1
C1CNSC1 C1NS[CH2:1][CH2:1]1
C1CNSC1 C1SN[CH2:1][CH2:1]1
C1CNSCCN1 C1CSNC[CH2:1]N1
C1CNSCCN1 C1CS[NH:1]CCN1
C1CNSN1 C1CN[S:1]N1
C1CNSN1 C1C[NH:1]SN1
C1CNSN1 C1NSN[CH2:1]1
C1CNSN1 N1SN[CH2:1][CH2:1]1
C1CNSNC1 C1CNS[NH:1]C1
C1CNSNC1 C1C[CH2:1]NSN1
C1CNS[NH2+]C1 C1CNS[NH2+:1]C1
C1CNS[NH2+]C1 C1C[NH2+]S[NH:1]C1
C1CN[NH2+]C1 C1N[NH2+]C[CH2:1]1
C1CN[NH2+]N1 C1C[NH:1][NH2+]N1
C1CO1 C1O[CH2:1]1
C1CO1 O1[CH2:1][CH2:1]1
C1COC1 C1C[CH2:1]O1
C1COC1 C1OC[CH2:1]1
C1COCCN1 C1COC[CH2:1]N1
C1COCCN1 C1CO[CH2:1]CN1
C1COCCN1 C1CO[CH2:1][CH2:1]N1
C1COCCN1 C1C[NH:1]CCO1
C1COCCN1 C1C[NH:1][CH2:1]CO1
C1COCCN1 C1NC[CH2:1][O:1][CH2:1]1
C1COCCN1 C1OC[CH2:1][NH:1][CH2:1]1
C1COCCO1 C1CO[CH2:1]CO1
C1COCCO1 C1CO[CH2:1][CH2:1]O1
C1COCCOC1 C1COC[CH2:1]CO1
C1COCCOC1 C1COC[CH2:1]OC1
C1COCCOC1 C1CO[CH2:1][CH2:1]OC1
C1COCCOCCOCCN1 C1COCC[NH:1]CCOCCO1
C1COCCOCCOCCO1 C1COCCO[CH2:1]COCCO1
C1COCCOCCOCCO1 C1COCCO[CH2:1][CH2:1]OCCO1
C1COCCOCCOCCOCCO1 C1COCCOC[CH2:1]OCCOCCO1
C1COCCOCCOCCOCCO1 C1COCCO[CH2:1][CH2:1]OCCOCCO1
C1COCCOCCOCCOCCOCCO1 C1COCCOCCO[CH2:1]COCCOCCO1
C1COCCOCCOCCOCCOCCO1 C1COCCOCCO[CH2:1][CH2:1]OCCOCCO1
C1COCCOCCOCCOCCOCCOCCOCCO1 C1COCCOCCOCCO[CH2:1]COCCOCCOCCO1
C1COCCOCCOCCOCCOCCOCCOCCO1 C1COCCOCCOCCO[CH2:1][CH2:1]OCCOCCOCCO1
C1COCCOCCOCCOCCOCC[NH2+]1 C1COCCOCCOCCOC[CH2:1]OCC[NH2+]1
C1COCCOCCOCCOCCOCC[NH2+]1 C1COCCOCCOCCO[CH2:1]COCC[NH2+]1
C1COCCOCCOCCOCCOCC[NH2+]1 C1COCCOCCOCCO[CH2:1][CH2:1]OCC[NH2+]1
C1COCCOCCOCC[NH2+]1 C1COCC[NH2+:1]CCOCCO1
C1COCCOCCSCCOCCOCCO1 C1COCCSCCOCCO[CH2:1]COCCO1
C1COCCOCC[NH2+]CCOCCOCC[NH2+]1 C1COCCOCC[NH2+:1]CCOCCOCC[NH2+]1
C1COCCOCC[NH2+]CCOCCOCC[NH2+]1 C1COCCOCC[NH2+]CCO[CH2:1]COCC[NH2+]1
C1COCCSC1 C1CSCC[CH2:1]O1
C1COCC[NH2+]1 C1COC[CH2:1][NH2+]1
C1COCC[NH2+]1 C1CO[CH2:1]C[NH2+]1
C1COCC[NH2+]1 C1CO[CH2:1][CH2:1][NH2+]1
C1COCC[NH2+]1 C1C[NH2+:1]CCO1
C1COCN1 C1CO[CH2:1]N1
C1COCN1 C1C[NH:1]CO1
C1COCN1 C1C[NH:1][CH2:1]O1
C1COCN1 C1NC[CH2:1]O1
C1COCN1 C1N[CH2:1]CO1
C1COCN1 C1N[CH2:1][CH2:1]O1
C1COCN1 C1OC[NH:1][CH2:1]1
C1COCNN1 C1NNC[CH2:1]O1
C1COCO1 C1CO[CH2:1]O1
C1COCO1 C1OC[CH2:1]O1
C1COCO1 C1O[CH2:1][CH2:1]O1
C1COCO1 C1O[CH2:1][O:1][CH2:1]1
C1COCOC1 C1CO[CH2:1]OC1
C1COCOC1 C1C[CH2:1]OCO1
C1COCOC1 C1OC[CH2:1]CO1
C1COCOC1 C1OC[CH2:1][CH2:1]O1
C1COCON1 C1ONC[CH2:1]O1
C1COCSC1 C1CO[CH2:1]SC1
C1COCSC1 C1C[CH2:1]OCS1
C1COCSC1 C1C[CH2:1]SCO1
C1COCSC1 C1C[CH2:1][O:1][CH2:1]S1
C1COCSC1 C1OC[CH2:1]CS1
C1COCSC1 C1OC[CH2:1][CH2:1]S1
C1COCSN1 C1COC[S:1]N1
C1COC[NH2+]1 C1CO[CH2:1][NH2+]1
C1COC[NH2+]1 C1C[NH2+:1]CO1
C1COC[NH2+]1 C1C[NH2+:1][CH2:1]O1
C1COC[NH2+]1 C1OC[NH2+:1][CH2:1]1
C1COC[NH2+]1 C1[NH2+]C[CH2:1]O1
C1COC[NH2+]1 C1[NH2+][CH2:1]CO1
C1COSC1 C1C[CH2:1]OS1
C1COSO1 C1CO[S:1]O1
C1CS1 C1S[CH2:1]1
C1CS1 S1[CH2:1][CH2:1]1
C1CSC1 C1C[CH2:1]S1
C1CSC1 C1SC[CH2:1]1
C1CSCCN1 C1CSC[CH2:1]N1
C1CSCCN1 C1CS[CH2:1]CN1
C1CSCCN1 C1CS[CH2:1][CH2:1]N1
C1CSCCN1 C1C[NH:1]CCS1
C1CSCCN1 C1C[NH:1][CH2:1]CS1
C1CSCCN1 C1C[S:1]CCN1
C1CSCCO1 C1CSC[CH2:1]O1
C1CSCCS1 C1CS[CH2:1]CS1
C1CSCCSC1 C1CSC[CH2:1]CS1
C1CSCCSCCCSCCSC1 C1CSCCSC[CH2:1]CSCCSC1
C1CSCCSCCS1 C1CSC[CH2:1]SCCS1
C1CSCC[NH2+]1 C1CSC[CH2:1][NH2+]1
C1CSCC[NH2+]1 C1CS[CH2:1]C[NH2+]1
C1CSCC[NH2+]1 C1CS[CH2:1][CH2:1][NH2+]1
C1CSCC[NH2+]1 C1C[NH2+:1]CCS1
C1CSCN1 C1CS[CH2:1]N1
C1CSCN1 C1C[NH:1]CS1
C1CSCN1 C1C[NH:1][CH2:1]S1
C1CSCN1 C1NC[CH2:1]S1
C1CSCN1 C1N[CH2:1]CS1
C1CSCN1 C1N[CH2:1][CH2:1]S1
C1CSCN1 C1SC[NH:1][CH2:1]1
C1CSCNN1 C1CSC[NH:1]N1
C1CSCNN1 C1CS[CH2:1]NN1
C1CSCNN1 C1CS[CH2:1][NH:1]N1
C1CSCNN1 C1C[NH:1]NCS1
C1CSCNN1 C1NNC[CH2:1]S1
C1CSCNN1 C1NN[CH2:1]CS1
C1CSCO1 C1CS[CH2:1]O1
C1CSCO1 C1OC[CH2:1]S1
C1CSCO1 C1O[CH2:1]CS1
C1CSCO1 C1O[CH2:1][CH2:1]S1
C1CSCS1 C1CS[CH2:1]S1
C1CSCS1 C1SC[CH2:1]S1
C1CSCSC1 C1CSC[S:1]C1
C1CSCSC1 C1CS[CH2:1]SC1
C1CSCSC1 C1C[CH2:1]SCS1
C1CSC[N-]1 C1CS[CH2:1][N-]1
C1CSC[NH2+]1 C1CS[CH2:1][NH2+]1
C1CSC[NH2+]1 C1C[NH2+:1]CS1
C1CSC[NH2+]1 C1SC[NH2+:1][CH2:1]1
C1CSC[NH2+]1 C1[NH2+]C[CH2:1]S1
C1CSC[NH2+]1 C1[NH2+][CH2:1]CS1
C1CSN1 C1C[NH:1]S1
C1CSN1 C1NS[CH2:1]1
C1CSN=N1 C1N=NS[CH2:1]1
C1CSN=N1 C1SN=N[CH2:1]1
C1CSN=N1 N1=N[CH2:1][CH2:1]S1
C1CSNCN1 C1CSN[CH2:1]N1
C1CSNCN1 C1CS[NH:1]CN1
C1CSNCN1 C1C[NH:1]CNS1
C1CSNCN1 C1C[S:1]NCN1
C1CSNCN1 C1NC[CH2:1]SN1
C1CSNCN1 C1NSC[CH2:1]N1
C1CSNCN1 C1NS[CH2:1][CH2:1]N1
C1CSNN1 C1NNS[CH2:1]1
C1CSNS1 C1CS[NH:1]S1
C1CSSC1 C1C[CH2:1]SS1
C1CSSCCNN1 C1CSSCC[NH:1]N1
C1CSSCCNN1 C1C[NH:1][NH:1]CCSS1
C1CSSCCSS1 C1CSS[CH2:1]CSS1
